VILLAGE_PLAYER_STATS_ID	COUNTRY_PLAYER_ID	VILLAGE_ID	CHARACTER_NAME	SKILL_NAME	WINLOSE_CODE	LIFE
806	37	58	負傷兵 シモン 	人狼	WIN	生存
807	362	58	村長 ヴァルター	狩人	LOSE	3d襲撃死
808	366	58	行商人 アルビン	村人	LOSE	4d襲撃死
809	137	58	少年 ペーター	狂人	WIN	4d処刑死
810	328	58	仕立て屋 エルナ	村人	LOSE	3d処刑死
811	65	58	羊飼い カタリナ 	村人	LOSE	5d襲撃死
812	461	59	村娘 パメラ	村人	WIN	4d突然死
813	450	59	旅人 ニコラス 	村人	WIN	8d処刑死
814	67	59	神父 ジムゾン 	村人	WIN	5d襲撃死
815	78	59	少女 リーザ 	狂人	LOSE	5d処刑死
816	5	59	楽天家 ゲルト 	村人	WIN	2d襲撃死
817	462	59	老人 モーリッツ	人狼	LOSE	9d処刑死
818	3	59	シスター フリーデル	村人	WIN	4d襲撃死
819	110	59	司書 クララ	人狼	LOSE	6d処刑死
820	463	59	木こり トーマス 	人狼	LOSE	7d処刑死
821	375	59	負傷兵 シモン 	狩人	WIN	生存
822	464	59	村長 ヴァルター	霊能者	WIN	3d襲撃死
823	444	59	行商人 アルビン 	村人	WIN	生存
824	442	59	少年 ペーター 	村人	WIN	7d襲撃死
825	465	59	仕立て屋 エルナ 	占い師	WIN	8d襲撃死
826	451	59	パン屋 オットー 	村人	WIN	生存
827	466	59	羊飼い カタリナ	村人	WIN	3d処刑死
828	467	60	村娘 パメラ 	狂人	WIN	5d処刑死
829	367	60	旅人 ニコラス	村人	LOSE	9d処刑死
830	468	60	神父 ジムゾン	人狼	WIN	4d処刑死
831	432	60	少女 リーザ	村人	LOSE	3d処刑死
832	258	60	青年 ヨアヒム	人狼	WIN	6d処刑死
833	5	60	楽天家 ゲルト 	村人	LOSE	2d襲撃死
834	469	60	老人 モーリッツ 	人狼	WIN	生存
835	470	60	司書 クララ 	村人	LOSE	8d処刑死
836	441	60	ならず者 ディーター 	狩人	LOSE	7d襲撃死
837	471	60	農夫 ヤコブ 	村人	LOSE	8d襲撃死
838	329	60	宿屋の女主人 レジーナ 	占い師	LOSE	5d襲撃死
839	472	60	少年 ペーター 	村人	LOSE	7d処刑死
840	473	60	パン屋 オットー	霊能者	LOSE	9d襲撃死
841	136	60	羊飼い カタリナ	村人	LOSE	3d襲撃死
842	74	61	村娘 パメラ 	狂人	LOSE	5d処刑死
843	449	61	旅人 ニコラス	霊能者	WIN	3d襲撃死
844	37	61	神父 ジムゾン 	村人	WIN	生存
845	474	61	少女 リーザ	村人	WIN	4d襲撃死
846	347	61	青年 ヨアヒム	人狼	LOSE	3d処刑死
847	5	61	楽天家 ゲルト 	村人	WIN	2d襲撃死
848	286	61	司書 クララ	村人	WIN	6d襲撃死
849	78	61	シスター フリーデル 	狩人	WIN	5d襲撃死
850	475	61	ならず者 ディーター	人狼	LOSE	9d処刑死
851	362	61	農夫 ヤコブ 	占い師	WIN	8d処刑死
852	366	61	村長 ヴァルター 	村人	WIN	7d処刑死
853	451	61	宿屋の女主人 レジーナ 	村人	WIN	生存
854	422	61	行商人 アルビン 	村人	WIN	7d襲撃死
855	204	61	少年 ペーター 	村人	WIN	生存
856	66	61	仕立て屋 エルナ	人狼	LOSE	6d処刑死
857	476	61	羊飼い カタリナ	村人	WIN	4d処刑死
858	444	62	村娘 パメラ 	村人	WIN	生存
859	470	62	旅人 ニコラス 	占い師	WIN	生存
860	441	62	神父 ジムゾン 	村人	WIN	5d襲撃死
861	477	62	少女 リーザ 	村人	WIN	生存
862	478	62	青年 ヨアヒム 	村人	WIN	生存
863	5	62	楽天家 ゲルト 	村人	WIN	2d襲撃死
864	341	62	老人 モーリッツ	人狼	LOSE	7d処刑死
865	285	62	司書 クララ	霊能者	WIN	3d襲撃死
866	479	62	シスター フリーデル	村人	WIN	6d処刑死
867	465	62	農夫 ヤコブ 	村人	WIN	生存
868	480	62	少年 ペーター	人狼	LOSE	3d処刑死
869	287	62	仕立て屋 エルナ 	狂人	LOSE	5d処刑死
870	481	62	パン屋 オットー	狩人	WIN	6d襲撃死
871	328	62	羊飼い カタリナ	人狼	LOSE	4d処刑死
872	482	63	村娘 パメラ	占い師	LOSE	5d処刑死
873	483	63	旅人 ニコラス	霊能者	LOSE	3d襲撃死
874	484	63	少女 リーザ 	狩人	LOSE	生存
875	485	63	青年 ヨアヒム 	人狼	WIN	生存
876	5	63	楽天家 ゲルト 	村人	LOSE	2d襲撃死
877	486	63	老人 モーリッツ	狂人	WIN	4d処刑死
878	448	63	シスター フリーデル	村人	LOSE	4d突然死
879	487	63	負傷兵 シモン	村人	LOSE	3d処刑死
880	488	63	村長 ヴァルター 	人狼	WIN	生存
881	489	63	宿屋の女主人 レジーナ 	村人	LOSE	生存
882	490	63	少年 ペーター	村人	LOSE	4d襲撃死
883	491	63	仕立て屋 エルナ 	村人	LOSE	生存
884	433	63	パン屋 オットー	村人	LOSE	5d襲撃死
885	492	63	羊飼い カタリナ 	人狼	WIN	生存
886	65	64	旅人 ニコラス 	村人	LOSE	5d処刑死
887	493	64	神父 ジムゾン 	村人	LOSE	8d処刑死
888	491	64	少女 リーザ	人狼	WIN	4d処刑死
889	494	64	青年 ヨアヒム	村人	LOSE	9d襲撃死
890	5	64	楽天家 ゲルト 	村人	LOSE	2d襲撃死
891	13	64	老人 モーリッツ	村人	LOSE	3d処刑死
892	15	64	シスター フリーデル	狂人	WIN	4d襲撃死
893	318	64	司書 クララ	村人	LOSE	9d処刑死
894	37	64	ならず者 ディーター	村人	LOSE	6d処刑死
895	472	64	農夫 ヤコブ 	狩人	LOSE	5d襲撃死
896	358	64	木こり トーマス	村人	LOSE	6d襲撃死
897	309	64	負傷兵 シモン 	人狼	WIN	生存
898	79	64	宿屋の女主人 レジーナ 	霊能者	LOSE	7d襲撃死
899	375	64	仕立て屋 エルナ 	村人	LOSE	8d襲撃死
900	495	64	パン屋 オットー 	人狼	WIN	7d処刑死
901	496	64	羊飼い カタリナ	占い師	LOSE	3d襲撃死
902	204	65	村娘 パメラ 	村人	WIN	生存
903	422	65	旅人 ニコラス 	人狼	LOSE	5d処刑死
904	113	65	神父 ジムゾン	人狼	LOSE	4d処刑死
905	497	65	少女 リーザ	村人	WIN	4d襲撃死
906	347	65	青年 ヨアヒム 	村人	WIN	生存
907	5	65	楽天家 ゲルト 	村人	WIN	2d襲撃死
908	343	65	司書 クララ 	狩人	WIN	生存
909	444	65	シスター フリーデル 	村人	WIN	生存
910	29	65	農夫 ヤコブ	村人	WIN	3d突然死
911	474	65	ならず者 ディーター	人狼	LOSE	6d処刑死
912	341	65	木こり トーマス 	村人	WIN	生存
913	67	65	負傷兵 シモン 	霊能者	WIN	5d襲撃死
914	439	65	村長 ヴァルター 	占い師	WIN	生存
915	459	65	行商人 アルビン 	村人	WIN	生存
916	367	65	少年 ペーター 	狂人	LOSE	生存
917	498	65	パン屋 オットー	村人	WIN	3d突然死
918	5	66	楽天家 ゲルト 	村人	LOSE	2d襲撃死
919	499	66	村娘 パメラ	村人	LOSE	3d処刑死
920	455	66	老人 モーリッツ	村人	LOSE	5d襲撃死
921	434	66	シスター フリーデル	占い師	LOSE	4d襲撃死
922	437	66	司書 クララ 	人狼	WIN	生存
923	77	66	農夫 ヤコブ	村人	LOSE	4d処刑死
924	500	66	村長 ヴァルター	村人	LOSE	3d襲撃死
925	501	66	少年 ペーター	村人	LOSE	5d処刑死
926	502	66	少女 リーザ 	霊能者	LOSE	生存
927	442	66	青年 ヨアヒム 	人狼	WIN	生存
928	503	67	村娘 パメラ 	狂人	LOSE	8d処刑死
929	37	67	旅人 ニコラス	人狼	LOSE	6d処刑死
930	480	67	神父 ジムゾン 	村人	WIN	7d処刑死
931	478	67	少女 リーザ	占い師	WIN	3d襲撃死
932	504	67	青年 ヨアヒム	人狼	LOSE	10d処刑死
933	5	67	楽天家 ゲルト 	村人	WIN	2d襲撃死
934	505	67	老人 モーリッツ 	霊能者	WIN	生存
935	444	67	シスター フリーデル	村人	WIN	3d処刑死
936	506	67	ならず者 ディーター	人狼	LOSE	4d処刑死
937	422	67	農夫 ヤコブ 	村人	WIN	生存
938	507	67	負傷兵 シモン 	村人	WIN	5d襲撃死
939	508	67	行商人 アルビン 	村人	WIN	9d処刑死
940	72	67	少年 ペーター 	村人	WIN	生存
941	79	67	仕立て屋 エルナ 	村人	WIN	5d処刑死
942	459	67	パン屋 オットー	村人	WIN	4d襲撃死
943	509	67	羊飼い カタリナ 	狩人	WIN	9d襲撃死
944	5	68	楽天家 ゲルト 	村人	WIN	2d襲撃死
945	510	68	村娘 パメラ 	村人	WIN	生存
946	136	68	シスター フリーデル 	霊能者	WIN	生存
947	449	68	旅人 ニコラス 	村人	WIN	生存
948	328	68	木こり トーマス	人狼	LOSE	4d処刑死
949	116	68	負傷兵 シモン	狩人	WIN	4d襲撃死
950	441	68	村長 ヴァルター 	占い師	WIN	生存
951	470	68	神父 ジムゾン 	狂人	LOSE	生存
952	511	68	少年 ペーター	村人	WIN	3d処刑死
953	512	68	行商人 アルビン 	村人	WIN	生存
954	465	68	少女 リーザ	人狼	LOSE	5d処刑死
955	421	69	村娘 パメラ 	村人	LOSE	7d襲撃死
956	513	69	旅人 ニコラス	人狼	WIN	4d処刑死
957	501	69	神父 ジムゾン	狂人	WIN	9d処刑死
958	161	69	少女 リーザ 	村人	LOSE	5d処刑死
959	514	69	青年 ヨアヒム 	狩人	LOSE	5d襲撃死
960	5	69	楽天家 ゲルト 	村人	LOSE	2d襲撃死
961	67	69	司書 クララ 	村人	LOSE	8d襲撃死
962	515	69	シスター フリーデル 	村人	LOSE	生存
963	516	69	ならず者 ディーター	村人	LOSE	3d突然死
964	375	69	木こり トーマス 	人狼	WIN	生存
965	451	69	負傷兵 シモン	霊能者	LOSE	3d襲撃死
966	517	69	村長 ヴァルター	村人	LOSE	9d襲撃死
967	518	69	行商人 アルビン 	村人	LOSE	7d処刑死
968	497	69	仕立て屋 エルナ	村人	LOSE	6d襲撃死
969	519	69	パン屋 オットー 	占い師	LOSE	8d処刑死
970	66	69	羊飼い カタリナ	人狼	WIN	6d処刑死
971	520	70	村娘 パメラ	村人	LOSE	6d処刑死
972	328	70	旅人 ニコラス	霊能者	LOSE	3d処刑死
973	444	70	神父 ジムゾン 	村人	LOSE	5d襲撃死
974	521	70	少女 リーザ 	人狼	WIN	5d処刑死
975	37	70	青年 ヨアヒム	人狼	WIN	4d処刑死
976	5	70	楽天家 ゲルト 	村人	LOSE	2d襲撃死
977	441	70	老人 モーリッツ 	村人	LOSE	7d処刑死
978	522	70	司書 クララ	村人	LOSE	4d突然死
979	411	70	シスター フリーデル 	人狼	WIN	生存
980	500	70	農夫 ヤコブ	占い師	LOSE	4d襲撃死
981	511	70	木こり トーマス 	狂人	WIN	生存
982	523	70	少年 ペーター	村人	LOSE	9d処刑死
983	134	70	行商人 アルビン 	村人	LOSE	2d突然死
984	25	70	仕立て屋 エルナ	狩人	LOSE	3d襲撃死
985	356	70	パン屋 オットー 	村人	LOSE	8d処刑死
986	510	70	羊飼い カタリナ	村人	LOSE	6d襲撃死
987	524	71	村娘 パメラ	村人	LOSE	8d襲撃死
988	525	71	神父 ジムゾン	村人	LOSE	6d襲撃死
989	497	71	少女 リーザ	村人	LOSE	8d処刑死
990	526	71	青年 ヨアヒム 	村人	LOSE	7d襲撃死
991	5	71	楽天家 ゲルト 	村人	LOSE	2d襲撃死
992	515	71	老人 モーリッツ 	村人	LOSE	生存
993	478	71	シスター フリーデル	狩人	LOSE	4d襲撃死
994	459	71	ならず者 ディーター 	占い師	LOSE	5d処刑死
995	79	71	農夫 ヤコブ 	霊能者	LOSE	5d襲撃死
996	527	71	木こり トーマス 	村人	LOSE	2d突然死
997	528	71	負傷兵 シモン	人狼	WIN	6d処刑死
998	116	71	少年 ペーター 	人狼	WIN	生存
999	437	71	行商人 アルビン 	狂人	WIN	7d処刑死
1000	465	71	仕立て屋 エルナ	村人	LOSE	4d処刑死
1001	529	71	パン屋 オットー	人狼	WIN	3d突然死
1002	65	71	羊飼い カタリナ	村人	LOSE	3d処刑死
1003	507	72	旅人 ニコラス 	人狼	LOSE	5d処刑死
1004	530	72	少女 リーザ	村人	WIN	3d処刑死
1005	72	72	青年 ヨアヒム 	村人	WIN	生存
1006	5	72	楽天家 ゲルト 	村人	WIN	2d襲撃死
1007	67	72	老人 モーリッツ	占い師	WIN	6d襲撃死
1008	531	72	農夫 ヤコブ	村人	WIN	4d突然死
1009	422	72	ならず者 ディーター	村人	WIN	6d処刑死
1010	408	72	負傷兵 シモン 	狩人	WIN	5d襲撃死
1011	532	72	村長 ヴァルター	人狼	LOSE	7d処刑死
1012	501	72	宿屋の女主人 レジーナ	霊能者	WIN	3d襲撃死
1013	518	72	行商人 アルビン	狂人	LOSE	4d襲撃死
1014	533	72	少年 ペーター 	村人	WIN	生存
1015	454	72	パン屋 オットー	人狼	LOSE	3d突然死
1016	534	73	村娘 パメラ	狩人	LOSE	4d突然死
1017	514	73	旅人 ニコラス	狂人	WIN	4d処刑死
1018	444	73	神父 ジムゾン	村人	LOSE	7d襲撃死
1019	535	73	少女 リーザ 	村人	LOSE	5d襲撃死
1020	5	73	楽天家 ゲルト 	村人	LOSE	2d襲撃死
1021	521	73	シスター フリーデル	村人	LOSE	4d襲撃死
1022	536	73	ならず者 ディーター 	人狼	WIN	生存
1023	404	73	木こり トーマス	占い師	LOSE	3d襲撃死
1024	37	73	負傷兵 シモン	人狼	WIN	3d処刑死
1025	537	73	少年 ペーター	村人	LOSE	7d処刑死
1026	538	73	行商人 アルビン 	村人	LOSE	生存
1027	366	73	仕立て屋 エルナ	人狼	WIN	6d処刑死
1028	539	73	パン屋 オットー 	霊能者	LOSE	5d処刑死
1029	540	74	村娘 パメラ 	村人	WIN	生存
1030	492	74	旅人 ニコラス 	村人	WIN	7d襲撃死
1031	541	74	神父 ジムゾン	人狼	LOSE	4d処刑死
1032	542	74	少女 リーザ	人狼	LOSE	9d処刑死
1033	510	74	青年 ヨアヒム	村人	WIN	4d襲撃死
1034	5	74	楽天家 ゲルト 	村人	WIN	2d襲撃死
1035	543	74	シスター フリーデル	占い師	WIN	6d襲撃死
1036	544	74	司書 クララ 	村人	WIN	生存
1037	545	74	農夫 ヤコブ	霊能者	WIN	3d襲撃死
1038	546	74	木こり トーマス 	村人	WIN	8d処刑死
1039	547	74	負傷兵 シモン 	村人	WIN	8d襲撃死
1040	509	74	宿屋の女主人 レジーナ	村人	WIN	6d処刑死
1041	228	74	少年 ペーター 	村人	WIN	5d処刑死
1042	548	74	行商人 アルビン 	人狼	LOSE	7d処刑死
1043	433	74	仕立て屋 エルナ 	狂人	LOSE	5d襲撃死
1044	520	74	羊飼い カタリナ	狩人	WIN	3d処刑死
1045	549	75	村娘 パメラ 	村人	LOSE	7d処刑死
1046	550	75	旅人 ニコラス	村人	LOSE	3d突然死
1047	74	75	神父 ジムゾン	村人	LOSE	4d襲撃死
1048	501	75	少女 リーザ	村人	LOSE	9d襲撃死
1049	353	75	青年 ヨアヒム 	村人	LOSE	8d処刑死
1050	5	75	楽天家 ゲルト 	村人	LOSE	2d襲撃死
1051	334	75	老人 モーリッツ 	人狼	WIN	生存
1052	72	75	司書 クララ	人狼	WIN	6d処刑死
1053	117	75	農夫 ヤコブ 	占い師	LOSE	5d処刑死
1054	441	75	負傷兵 シモン 	狩人	LOSE	8d襲撃死
1055	551	75	少年 ペーター	人狼	WIN	4d処刑死
1056	552	75	行商人 アルビン	村人	LOSE	9d処刑死
1057	553	75	仕立て屋 エルナ 	村人	LOSE	5d襲撃死
1058	554	75	パン屋 オットー	狂人	WIN	3d襲撃死
1059	402	75	羊飼い カタリナ 	霊能者	LOSE	生存
1060	5	76	楽天家 ゲルト 	村人	WIN	2d襲撃死
1061	539	76	シスター フリーデル	狂人	LOSE	4d襲撃死
1062	555	76	司書 クララ 	村人	WIN	生存
1063	556	76	ならず者 ディーター 	霊能者	WIN	生存
1064	557	76	負傷兵 シモン	村人	WIN	3d処刑死
1065	261	76	村長 ヴァルター 	村人	WIN	生存
1066	37	76	行商人 アルビン 	占い師	WIN	5d襲撃死
1067	558	76	パン屋 オットー 	村人	WIN	5d処刑死
1068	350	76	羊飼い カタリナ	人狼	LOSE	4d処刑死
1069	116	76	少女 リーザ	人狼	LOSE	6d処刑死
1070	404	76	青年 ヨアヒム	狩人	WIN	3d襲撃死
1071	5	77	楽天家 ゲルト 	村人	WIN	2d襲撃死
1072	559	77	老人 モーリッツ 	村人	WIN	生存
1073	33	77	旅人 ニコラス	霊能者	WIN	4d襲撃死
1074	535	77	司書 クララ 	村人	WIN	5d襲撃死
1075	366	77	神父 ジムゾン	人狼	LOSE	4d処刑死
1076	514	77	村長 ヴァルター	人狼	LOSE	6d処刑死
1077	161	77	宿屋の女主人 レジーナ 	村人	WIN	5d処刑死
1078	560	77	少年 ペーター	占い師	WIN	3d襲撃死
1079	541	77	パン屋 オットー	村人	WIN	3d処刑死
1080	561	77	青年 ヨアヒム 	村人	WIN	生存
1081	562	78	村娘 パメラ 	人狼	WIN	生存
1082	79	78	旅人 ニコラス	狂人	WIN	3d突然死
1083	547	78	神父 ジムゾン	村人	LOSE	4d処刑死
1084	510	78	少女 リーザ 	人狼	WIN	生存
1085	563	78	青年 ヨアヒム 	村人	LOSE	生存
1086	5	78	楽天家 ゲルト 	村人	LOSE	2d襲撃死
1087	564	78	老人 モーリッツ 	人狼	WIN	生存
1088	538	78	シスター フリーデル	占い師	LOSE	6d処刑死
1089	425	78	司書 クララ 	村人	LOSE	生存
1090	375	78	農夫 ヤコブ 	村人	LOSE	5d処刑死
1091	565	78	宿屋の女主人 レジーナ	村人	LOSE	4d襲撃死
1092	566	78	行商人 アルビン	霊能者	LOSE	3d襲撃死
1093	567	78	仕立て屋 エルナ	村人	LOSE	6d襲撃死
1094	437	78	羊飼い カタリナ 	狩人	LOSE	5d襲撃死
1095	420	79	村娘 パメラ	村人	WIN	3d襲撃死
1096	501	79	旅人 ニコラス 	人狼	LOSE	7d処刑死
1097	402	79	神父 ジムゾン	狂人	LOSE	4d処刑死
1098	350	79	少女 リーザ 	村人	WIN	生存
1099	118	79	青年 ヨアヒム 	占い師	WIN	5d襲撃死
1100	5	79	楽天家 ゲルト 	村人	WIN	2d襲撃死
1101	568	79	老人 モーリッツ 	村人	WIN	5d処刑死
1102	520	79	シスター フリーデル	村人	WIN	6d処刑死
1103	404	79	司書 クララ 	霊能者	WIN	8d襲撃死
1104	424	79	負傷兵 シモン	村人	WIN	6d襲撃死
1105	37	79	村長 ヴァルター	狩人	WIN	4d襲撃死
1106	569	79	行商人 アルビン	村人	WIN	3d処刑死
1107	138	79	少年 ペーター 	人狼	LOSE	8d処刑死
1108	555	79	仕立て屋 エルナ 	村人	WIN	7d襲撃死
1109	570	79	パン屋 オットー 	村人	WIN	生存
1110	67	79	羊飼い カタリナ	人狼	LOSE	9d処刑死
1111	5	80	楽天家 ゲルト 	村人	LOSE	2d襲撃死
1112	414	80	司書 クララ	人狼	WIN	4d処刑死
1113	571	80	シスター フリーデル	村人	LOSE	6d襲撃死
1114	74	80	旅人 ニコラス 	人狼	WIN	生存
1115	422	80	農夫 ヤコブ	霊能者	LOSE	3d襲撃死
1116	457	80	宿屋の女主人 レジーナ	占い師	LOSE	6d処刑死
1117	116	80	少年 ペーター	村人	LOSE	3d処刑死
1118	334	80	少女 リーザ 	村人	LOSE	5d襲撃死
1119	366	80	羊飼い カタリナ 	村人	LOSE	5d処刑死
1120	561	80	青年 ヨアヒム 	村人	LOSE	生存
1121	5	81	楽天家 ゲルト 	村人	WIN	2d襲撃死
1122	493	81	旅人 ニコラス 	霊能者	WIN	生存
1123	437	81	シスター フリーデル 	村人	WIN	生存
1124	379	81	農夫 ヤコブ 	村人	WIN	生存
1125	544	81	神父 ジムゾン	人狼	LOSE	4d処刑死
1126	572	81	村長 ヴァルター 	村人	WIN	生存
1127	459	81	宿屋の女主人 レジーナ	人狼	LOSE	5d処刑死
1128	573	81	行商人 アルビン	村人	WIN	3d処刑死
1129	574	81	パン屋 オットー	村人	WIN	4d襲撃死
1130	66	81	青年 ヨアヒム	占い師	WIN	3d襲撃死
1131	358	82	村娘 パメラ 	村人	WIN	5d襲撃死
1132	567	82	旅人 ニコラス	狂人	LOSE	4d処刑死
1133	575	82	少女 リーザ	人狼	LOSE	3d突然死
1134	561	82	青年 ヨアヒム 	狩人	WIN	生存
1135	5	82	楽天家 ゲルト 	村人	WIN	2d襲撃死
1136	521	82	老人 モーリッツ	占い師	WIN	3d襲撃死
1137	510	82	シスター フリーデル 	村人	WIN	生存
1138	25	82	司書 クララ 	人狼	LOSE	2d突然死
1139	333	82	ならず者 ディーター	村人	WIN	3d処刑死
1140	441	82	木こり トーマス 	村人	WIN	5d処刑死
1141	535	82	負傷兵 シモン	人狼	LOSE	6d処刑死
1142	375	82	宿屋の女主人 レジーナ 	村人	WIN	生存
1143	576	82	少年 ペーター 	村人	WIN	生存
1144	577	82	行商人 アルビン 	村人	WIN	生存
1145	422	82	パン屋 オットー 	霊能者	WIN	生存
1146	137	82	羊飼い カタリナ	村人	WIN	4d襲撃死
1147	428	83	村娘 パメラ 	人狼	WIN	生存
1148	37	83	旅人 ニコラス	狂人	WIN	3d襲撃死
1149	439	83	神父 ジムゾン	村人	LOSE	8d襲撃死
1150	578	83	少女 リーザ	村人	LOSE	6d処刑死
1151	113	83	青年 ヨアヒム 	人狼	WIN	生存
1152	5	83	楽天家 ゲルト 	村人	LOSE	2d襲撃死
1153	579	83	老人 モーリッツ	村人	LOSE	3d処刑死
1154	540	83	シスター フリーデル 	村人	LOSE	生存
1155	369	83	農夫 ヤコブ	村人	LOSE	8d処刑死
1156	555	83	木こり トーマス 	村人	LOSE	5d処刑死
1157	74	83	負傷兵 シモン 	霊能者	LOSE	生存
1158	285	83	村長 ヴァルター	占い師	LOSE	4d処刑死
1159	501	83	少年 ペーター	狩人	LOSE	6d襲撃死
1160	433	83	行商人 アルビン 	人狼	WIN	7d処刑死
1161	580	83	パン屋 オットー	村人	LOSE	4d襲撃死
1162	571	83	羊飼い カタリナ 	村人	LOSE	7d襲撃死
1163	5	84	楽天家 ゲルト 	村人	LOSE	2d襲撃死
1164	581	84	村娘 パメラ 	狂人	WIN	7d処刑死
1165	582	84	シスター フリーデル	占い師	LOSE	3d襲撃死
1166	583	84	司書 クララ	村人	LOSE	3d処刑死
1167	584	84	旅人 ニコラス 	人狼	WIN	生存
1168	366	84	木こり トーマス 	狩人	LOSE	7d襲撃死
1169	286	84	負傷兵 シモン 	村人	LOSE	5d襲撃死
1170	15	84	少年 ペーター	村人	LOSE	8d処刑死
1171	585	84	パン屋 オットー	人狼	WIN	4d処刑死
1172	118	84	羊飼い カタリナ	村人	LOSE	6d処刑死
1173	586	84	少女 リーザ 	村人	LOSE	5d処刑死
1174	161	84	青年 ヨアヒム	霊能者	LOSE	8d襲撃死
1175	402	85	村娘 パメラ 	村人	WIN	生存
1176	587	85	旅人 ニコラス 	占い師	WIN	生存
1177	331	85	少女 リーザ 	村人	WIN	生存
1178	561	85	青年 ヨアヒム	狩人	WIN	3d襲撃死
1179	5	85	楽天家 ゲルト 	村人	WIN	2d襲撃死
1180	588	85	老人 モーリッツ 	村人	WIN	生存
1181	589	85	シスター フリーデル	霊能者	WIN	4d襲撃死
1182	541	85	司書 クララ 	村人	WIN	生存
1183	590	85	農夫 ヤコブ	人狼	LOSE	5d処刑死
1184	591	85	木こり トーマス 	村人	WIN	生存
1185	592	85	負傷兵 シモン	人狼	LOSE	3d処刑死
1186	400	85	宿屋の女主人 レジーナ 	狂人	LOSE	生存
1187	593	85	少年 ペーター 	村人	WIN	生存
1188	430	85	仕立て屋 エルナ 	村人	WIN	生存
1189	594	85	パン屋 オットー 	村人	WIN	生存
1190	424	85	羊飼い カタリナ	人狼	LOSE	4d処刑死
1191	595	86	村娘 パメラ	村人	WIN	6d処刑死
1192	504	86	旅人 ニコラス	人狼	LOSE	3d処刑死
1193	394	86	少女 リーザ 	村人	WIN	生存
1194	356	86	青年 ヨアヒム 	村人	WIN	生存
1195	5	86	楽天家 ゲルト 	村人	WIN	2d襲撃死
1196	558	86	シスター フリーデル	狩人	WIN	3d襲撃死
1197	432	86	司書 クララ	人狼	LOSE	7d処刑死
1198	330	86	農夫 ヤコブ	狂人	LOSE	4d処刑死
1199	568	86	ならず者 ディーター 	村人	WIN	生存
1200	481	86	宿屋の女主人 レジーナ 	人狼	LOSE	5d処刑死
1201	596	86	行商人 アルビン	村人	WIN	6d襲撃死
1202	510	86	少年 ペーター 	村人	WIN	生存
1203	597	86	仕立て屋 エルナ	占い師	WIN	4d襲撃死
1204	422	86	羊飼い カタリナ 	霊能者	WIN	5d襲撃死
1205	5	87	楽天家 ゲルト 	村人	LOSE	2d襲撃死
1206	555	87	老人 モーリッツ	占い師	LOSE	3d処刑死
1207	477	87	村娘 パメラ 	人狼	WIN	生存
1208	570	87	旅人 ニコラス	村人	LOSE	5d処刑死
1209	203	87	司書 クララ 	狂人	WIN	生存
1210	598	87	木こり トーマス	狩人	LOSE	4d襲撃死
1211	465	87	神父 ジムゾン	霊能者	LOSE	5d襲撃死
1212	599	87	村長 ヴァルター 	村人	LOSE	生存
1213	547	87	パン屋 オットー 	人狼	WIN	生存
1214	341	87	羊飼い カタリナ	村人	LOSE	4d処刑死
1215	600	87	青年 ヨアヒム	村人	LOSE	3d襲撃死
1216	5	88	楽天家 ゲルト 	村人	WIN	2d襲撃死
1217	535	88	老人 モーリッツ 	村人	WIN	生存
1218	288	88	旅人 ニコラス 	村人	WIN	5d襲撃死
1219	391	88	ならず者 ディーター	狩人	WIN	4d襲撃死
1220	37	88	農夫 ヤコブ	霊能者	WIN	4d処刑死
1221	459	88	木こり トーマス 	村人	WIN	5d処刑死
1222	601	88	負傷兵 シモン 	村人	WIN	生存
1223	602	88	村長 ヴァルター	人狼	LOSE	3d処刑死
1224	603	88	神父 ジムゾン	人狼	LOSE	6d処刑死
1225	567	88	行商人 アルビン 	占い師	WIN	生存
1226	137	88	少年 ペーター 	村人	WIN	生存
1227	375	88	青年 ヨアヒム	狂人	LOSE	3d襲撃死
1228	5	89	楽天家 ゲルト 	村人	WIN	2d襲撃死
1229	118	89	シスター フリーデル	占い師	WIN	4d襲撃死
1230	319	89	旅人 ニコラス	人狼	LOSE	6d処刑死
1231	501	89	司書 クララ 	村人	WIN	生存
1232	604	89	ならず者 ディーター 	村人	WIN	生存
1233	605	89	神父 ジムゾン 	村人	WIN	生存
1234	479	89	行商人 アルビン	人狼	LOSE	4d処刑死
1235	561	89	仕立て屋 エルナ 	村人	WIN	5d処刑死
1236	606	89	少女 リーザ	霊能者	WIN	3d襲撃死
1237	420	89	青年 ヨアヒム	村人	WIN	3d処刑死
1238	521	90	村娘 パメラ 	村人	LOSE	生存
1239	607	90	旅人 ニコラス	村人	LOSE	6d処刑死
1240	608	90	神父 ジムゾン	霊能者	LOSE	6d襲撃死
1241	341	90	少女 リーザ 	狩人	LOSE	5d襲撃死
1242	362	90	青年 ヨアヒム	村人	LOSE	3d処刑死
1243	5	90	楽天家 ゲルト 	村人	LOSE	2d襲撃死
1244	580	90	老人 モーリッツ 	人狼	WIN	生存
1245	23	90	司書 クララ	狂人	WIN	7d処刑死
1246	402	90	シスター フリーデル 	人狼	WIN	生存
1247	609	90	ならず者 ディーター	人狼	WIN	4d処刑死
1248	610	90	木こり トーマス 	村人	LOSE	2d突然死
1249	468	90	負傷兵 シモン 	村人	LOSE	5d処刑死
1250	611	90	少年 ペーター	村人	LOSE	7d襲撃死
