VILLAGE_ID	COUNTRY_ID	VILLAGE_NAME	VILLAGE_NO	VILLAGE_URL	VILLAGE_START_DATETIME	VILLAGE_END_DATETIME	WIN_CAMP_NAME
171	2	G1912 怪しげな村	1912	http://www.wolfg.x0.com/index.rb?vid=1912	2018-07-14 01:15:02.000	2018-07-18 01:15:02.000	村人陣営
172	2	G1913 山影の村	1913	http://www.wolfg.x0.com/index.rb?vid=1913	2018-07-16 23:15:01.000	2018-07-21 23:15:01.000	人狼陣営
173	2	G1914 平和な村	1914	http://www.wolfg.x0.com/index.rb?vid=1914	2018-07-18 21:45:01.000	2018-07-25 21:45:01.000	人狼陣営
174	2	G1915 嘘つきの村	1915	http://www.wolfg.x0.com/index.rb?vid=1915	2018-07-20 00:45:02.000	2018-07-25 00:45:02.000	人狼陣営
175	2	G1916 悲しみの村	1916	http://www.wolfg.x0.com/index.rb?vid=1916	2018-07-24 22:45:01.000	2018-07-30 22:45:01.000	人狼陣営
176	2	G1917 恐ろしい村	1917	http://www.wolfg.x0.com/index.rb?vid=1917	2018-07-28 01:45:01.000	2018-08-04 01:45:01.000	人狼陣営
177	2	G1918 盆地の村	1918	http://www.wolfg.x0.com/index.rb?vid=1918	2018-08-02 23:45:02.000	2018-08-07 23:45:02.000	人狼陣営
178	2	G1919 幻の村	1919	http://www.wolfg.x0.com/index.rb?vid=1919	2018-08-05 07:02:02.000	2018-08-12 07:02:02.000	人狼陣営
179	2	G1920 謀略の村	1920	http://www.wolfg.x0.com/index.rb?vid=1920	2018-08-09 00:15:02.000	2018-08-16 00:15:02.000	村人陣営
180	2	G1921 最果ての村	1921	http://www.wolfg.x0.com/index.rb?vid=1921	2018-08-12 22:15:02.000	2018-08-18 22:15:02.000	村人陣営
181	2	G1922 封印の村	1922	http://www.wolfg.x0.com/index.rb?vid=1922	2018-08-17 01:15:01.000	2018-08-22 01:15:01.000	人狼陣営
182	2	G1923 海辺の村	1923	http://www.wolfg.x0.com/index.rb?vid=1923	2018-08-18 23:15:03.000	2018-08-22 23:15:03.000	村人陣営
183	2	G1924 開拓者の村	1924	http://www.wolfg.x0.com/index.rb?vid=1924	2018-08-21 21:45:01.000	2018-08-26 21:45:01.000	村人陣営
184	2	G1925 断崖の村	1925	http://www.wolfg.x0.com/index.rb?vid=1925	2018-08-23 00:45:04.000	2018-08-31 00:45:04.000	村人陣営
185	2	G1926 出会いの村	1926	http://www.wolfg.x0.com/index.rb?vid=1926	2018-08-26 22:45:02.000	2018-09-01 22:45:02.000	村人陣営
186	2	G1927 ふもとの村	1927	http://www.wolfg.x0.com/index.rb?vid=1927	2018-09-01 01:45:01.000	2018-09-07 01:45:01.000	村人陣営
187	2	G1928 峠の村	1928	http://www.wolfg.x0.com/index.rb?vid=1928	2018-09-02 23:45:02.000	2018-09-06 23:45:02.000	村人陣営
188	2	G1929 血塗られた村	1929	http://www.wolfg.x0.com/index.rb?vid=1929	2018-09-07 07:00:03.000	2018-09-11 07:00:03.000	村人陣営
189	2	G1930 僻地の村	1930	http://www.wolfg.x0.com/index.rb?vid=1930	2018-09-09 00:15:02.000	2018-09-14 00:15:02.000	村人陣営
190	2	G1931 安らぎの村	1931	http://www.wolfg.x0.com/index.rb?vid=1931	2018-09-12 22:15:01.000	2018-09-16 22:15:01.000	村人陣営
191	2	G1932 最後の村	1932	http://www.wolfg.x0.com/index.rb?vid=1932	2018-09-15 01:15:01.000	2018-09-20 01:15:01.000	村人陣営
192	2	G1933 疑心暗鬼の村	1933	http://www.wolfg.x0.com/index.rb?vid=1933	2018-09-17 23:15:02.000	2018-09-21 23:15:02.000	村人陣営
193	2	G1934 呪われた村	1934	http://www.wolfg.x0.com/index.rb?vid=1934	2018-09-20 21:45:01.000	2018-09-26 21:45:01.000	村人陣営
194	2	G1935 新緑の村	1935	http://www.wolfg.x0.com/index.rb?vid=1935	2018-09-22 00:45:01.000	2018-09-27 00:45:01.000	村人陣営
195	2	G1936 荒地の村	1936	http://www.wolfg.x0.com/index.rb?vid=1936	2018-09-23 22:45:03.000	2018-09-30 22:45:03.000	村人陣営
196	2	G1937 残された村	1937	http://www.wolfg.x0.com/index.rb?vid=1937	2018-10-01 01:45:01.000	2018-10-07 01:45:01.000	村人陣営
197	2	G1938 小さな村	1938	http://www.wolfg.x0.com/index.rb?vid=1938	2018-10-04 23:45:02.000	2018-10-10 23:45:02.000	村人陣営
198	2	G1939 極寒の村	1939	http://www.wolfg.x0.com/index.rb?vid=1939	2018-10-07 07:00:01.000	2018-10-12 07:00:01.000	村人陣営
199	2	G1940 見捨てられた村	1940	http://www.wolfg.x0.com/index.rb?vid=1940	2018-10-09 00:15:04.000	2018-10-16 00:15:04.000	人狼陣営
200	2	G1941 希望の村	1941	http://www.wolfg.x0.com/index.rb?vid=1941	2018-10-10 22:15:03.000	2018-10-15 22:15:03.000	人狼陣営
201	2	G1942 裏切りの村	1942	http://www.wolfg.x0.com/index.rb?vid=1942	2018-10-14 01:15:01.000	2018-10-18 01:15:01.000	村人陣営
202	2	G1943 沈黙の村	1943	http://www.wolfg.x0.com/index.rb?vid=1943	2018-10-16 23:15:02.000	2018-10-20 23:15:02.000	村人陣営
203	2	G1944 雨の止まぬ村	1944	http://www.wolfg.x0.com/index.rb?vid=1944	2018-10-21 21:45:01.000	2018-10-27 21:45:01.000	人狼陣営
204	2	G1945 辺境の村	1945	http://www.wolfg.x0.com/index.rb?vid=1945	2018-10-24 00:45:02.000	2018-10-27 00:45:02.000	村人陣営
205	2	G1946 忘れられた村	1946	http://www.wolfg.x0.com/index.rb?vid=1946	2018-10-27 22:45:04.000	2018-11-03 22:45:04.000	村人陣営
206	2	G1947 谷底の村	1947	http://www.wolfg.x0.com/index.rb?vid=1947	2018-10-30 01:45:01.000	2018-11-05 01:45:01.000	人狼陣営
207	2	G1948 平凡な村	1948	http://www.wolfg.x0.com/index.rb?vid=1948	2018-11-01 23:45:01.000	2018-11-06 23:45:01.000	村人陣営
208	2	G1949 星狩りの村	1949	http://www.wolfg.x0.com/index.rb?vid=1949	2018-11-06 07:00:01.000	2018-11-13 07:00:01.000	人狼陣営
209	2	G1950 日の差さぬ村	1950	http://www.wolfg.x0.com/index.rb?vid=1950	2018-11-11 00:15:03.000	2018-11-19 00:15:03.000	人狼陣営
210	2	G1951 隠された村	1951	http://www.wolfg.x0.com/index.rb?vid=1951	2018-11-13 22:15:02.000	2018-11-18 22:15:02.000	村人陣営
211	2	G1952 日の沈まぬ村	1952	http://www.wolfg.x0.com/index.rb?vid=1952	2018-11-18 01:15:03.000	2018-11-21 01:15:03.000	村人陣営
212	2	G1953 消え行く村	1953	http://www.wolfg.x0.com/index.rb?vid=1953	2018-11-19 23:15:04.000	2018-11-26 23:15:04.000	村人陣営
213	2	G1954 怪しげな村	1954	http://www.wolfg.x0.com/index.rb?vid=1954	2018-11-22 21:45:01.000	2018-11-29 21:45:01.000	村人陣営
214	2	G1955 山影の村	1955	http://www.wolfg.x0.com/index.rb?vid=1955	2018-11-28 00:45:03.000	2018-12-04 00:45:03.000	村人陣営
215	2	G1956 平和な村	1956	http://www.wolfg.x0.com/index.rb?vid=1956	2018-12-01 22:45:02.000	2018-12-09 22:45:02.000	人狼陣営
216	2	G1957 嘘つきの村	1957	http://www.wolfg.x0.com/index.rb?vid=1957	2018-12-04 01:45:02.000	2018-12-07 01:45:02.000	村人陣営
217	2	G1958 悲しみの村	1958	http://www.wolfg.x0.com/index.rb?vid=1958	2018-12-05 23:45:01.000	2018-12-11 23:45:01.000	人狼陣営
218	2	G1959 恐ろしい村	1959	http://www.wolfg.x0.com/index.rb?vid=1959	2018-12-08 07:00:01.000	2018-12-15 07:00:01.000	人狼陣営
219	2	G1960 盆地の村	1960	http://www.wolfg.x0.com/index.rb?vid=1960	2018-12-11 00:15:01.000	2018-12-16 00:15:01.000	村人陣営
220	2	G1961 幻の村	1961	http://www.wolfg.x0.com/index.rb?vid=1961	2018-12-13 22:15:01.000	2018-12-18 22:15:01.000	村人陣営
221	2	G1962 謀略の村	1962	http://www.wolfg.x0.com/index.rb?vid=1962	2018-12-17 01:15:02.000	2018-12-20 01:15:02.000	村人陣営
222	2	G1963 最果ての村	1963	http://www.wolfg.x0.com/index.rb?vid=1963	2018-12-17 23:15:02.000	2018-12-23 23:15:02.000	人狼陣営
223	2	G1964 封印の村	1964	http://www.wolfg.x0.com/index.rb?vid=1964	2018-12-21 21:45:01.000	2018-12-26 21:45:01.000	人狼陣営
224	2	G1965 海辺の村	1965	http://www.wolfg.x0.com/index.rb?vid=1965	2018-12-26 00:45:01.000	2019-01-01 00:45:01.000	村人陣営
225	2	G1966 開拓者の村	1966	http://www.wolfg.x0.com/index.rb?vid=1966	2018-12-27 22:45:01.000	2019-01-04 22:45:01.000	人狼陣営
226	2	G1967 断崖の村	1967	http://www.wolfg.x0.com/index.rb?vid=1967	2018-12-31 01:45:01.000	2019-01-07 01:45:01.000	村人陣営
227	2	G1968 出会いの村	1968	http://www.wolfg.x0.com/index.rb?vid=1968	2019-01-02 23:45:06.000	2019-01-07 23:45:06.000	村人陣営
228	2	G1969 ふもとの村	1969	http://www.wolfg.x0.com/index.rb?vid=1969	2019-01-05 07:00:05.000	2019-01-10 07:00:05.000	人狼陣営
229	2	G1970 峠の村	1970	http://www.wolfg.x0.com/index.rb?vid=1970	2019-01-09 00:15:01.000	2019-01-16 00:15:01.000	村人陣営
230	2	G1971 血塗られた村	1971	http://www.wolfg.x0.com/index.rb?vid=1971	2019-01-14 22:15:03.000	2019-01-19 22:15:03.000	村人陣営
231	2	G1972 僻地の村	1972	http://www.wolfg.x0.com/index.rb?vid=1972	2019-01-19 01:15:02.000	2019-01-24 01:15:02.000	村人陣営
232	2	G1973 安らぎの村	1973	http://www.wolfg.x0.com/index.rb?vid=1973	2019-01-20 23:15:01.000	2019-01-26 23:15:01.000	人狼陣営
233	2	G1974 最後の村	1974	http://www.wolfg.x0.com/index.rb?vid=1974	2019-01-25 21:45:03.000	2019-01-27 21:45:03.000	村人陣営
